drug_id,ID,UP,Entrezid
DB00001,DM1I3D5,P00734,2147
DB00002,DMLNCE0,P00533,1956
DB00004,DMMHR1U,,
DB00005,DMCV109,P01375,7124
DB00006,DMECRX1,P00734;P39051,2147;7175
DB00007,DM15HAT,P30968,2798
DB00007,DM5XPIJ,P01148,2796
DB00008,DMJI3BA,P01563,3440
DB00009,DMRJ3YX,P00747,5340
DB00010,DM25HP1,Q02643,2692
DB00011,DM4AK0Q,P48551,3455
DB00012,DMMJTYW,P19235,2057
DB00013,DM0GOUD,P00749,5328
DB00014,DMAT8CG,P01148,2796
DB00015,DML0D1P,P00747,5340
DB00016,DM3R8YL,P19235,2057
DB00017,DMEWUPF,P30988,799
DB00018,DMTZNQ9,,
DB00019,DM7UP8X,Q99062,1441
DB00020,DMY0M8J,P15509,1438
DB00022,DMAP58Y,P01563,3440
DB00024,DMMYLTI,P16473,7253
DB00026,DM2F9YO,P14778,3554
DB00026,DMU8KOD,P14778,3554
DB00029,DM6Q4B0,P00747,5340
DB00031,DMJYN25,P00747,5340
DB00032,DM4CF18,P23945,2492
DB00033,DMWUMRL,P38484,3460
DB00035,DMS3GVE,P30518;P37288;P30559;P47901,554;552;5021;553
DB00038,DMTSRI6,Q14626,3590
DB00039,DM9JOYP,P21802,2263
DB00040,DMFLUTR,P47871,2642
DB00041,DM4YMIS,P60568,3558
DB00043,DMETVFJ,P30273,2207
DB00044,DM7K5GD,P22888,3973
DB00050,DMFD9Q6,P30968,2798
DB00051,DMQMV1B,P01375,7124
DB00054,DMJO6GV,P08514;P05106,3674;3690
DB00055,DM59JCN,P00451;P12259,2157;2153
DB00056,DMJ2O7B,P20138,945
DB00060,DM1A6RV,P01574,3456
DB00063,DMQXTJS,P08514;P05106,3674;3690
DB00065,DMH7OIA,P01375,7124
DB00067,DMQ2FPC,P30518,554
DB00068,DMCN61Z,P48551,3455
DB00069,DM90WJH,P48551,3455
DB00070,DMETWAU,,
DB00072,DMZQOUX,P04626,2064
DB00073,DM1YVZT,P11836,931
DB00073,DMBUH26,P11836,931
DB00074,DMWNRZT,P01589,3559
DB00075,DM8ANCF,P07766,916
DB00080,DMFDQ3I,,
DB00080,DMKDU16,P0AC13,
DB00081,DMMYZ3D,P11836,931
DB00082,DMDEZI3,P10912,2690
DB00086,DM5JQ0D,P00747,5340
DB00087,DMZL3IV,P31358,1043
DB00091,DMAZJFX,,
DB00092,DMMYPWO,P19256,965
DB00093,DMHLP9C,P37288,552
DB00094,DMG9HIA,P23945,2492
DB00095,DMCKL5V,P20701,3683
DB00097,DMFMZ3G,P22888,3973
DB00102,DM1R5X4,P09619,5159
DB00105,DMWCQP4,P01563,3440
DB00106,DM5WFNP,P30968,2798
DB00107,DMDL27I,P30518;P37288;P30559;P47901,554;552;5021;553
DB00109,DM7YPM1,,
DB00110,DMQM9S0,P03420,
DB00111,DM6OZQV,P60568,3558
DB00112,DMKT16N,P15692;P49765;P49767;O43915,7422;7423;7424;2277
DB00112,DMSD1UN,P15692,7422
DB00114,DMO2K0J,P00734;P80404,2147;18
DB00116,DMH15UV,,
DB00117,DMJ5BDQ,Q8WUX1;Q8IY34;Q8N697,92745;51296;121260
DB00118,DMYQDBO,,
DB00119,DM7Q41G,P80404,18
DB00120,DMQXI9F,P07101,7054
DB00121,DMKMCE1,,
DB00122,DM5D9YK,Q15822,1135
DB00123,DMOD5CK,Q5T6X5,222545
DB00125,DMRE4FC,,
DB00126,DMXJ7O8,Q9UGH3;Q9UHI7,9962;9963
DB00127,DMD4BFY,P23280;P22748;Q9ULX7;Q12879;Q05586;Q16790,765;762;23632;2903;2902;768
DB00128,DMK7EYA,,
DB00128,DMWGPO6,Q12879;Q05586;Q13224;O15399;Q14957,2903;2902;2904;2906;2905
DB00129,DMHKGCM,Q5T6X5,222545
DB00130,DM69G8X,,
DB00131,DMNIJT0,Q08828,107
DB00132,DMY64HE,P35354;O14842;Q5NUL3,5743;2864;338557
DB00133,DM6WPIS,Q5T6X5,222545
DB00134,DME8G1U,,
DB00135,DM9O8DT,P07101,7054
DB00136,DM8ZVJ7,P11473,7421
DB00139,DMDWICP,P51649,7915
DB00140,DM8YMWE,,
DB00141,DM1XBWR,P54802,4669
DB00142,DM4PUDW,,
DB00142,DMOUT89,,
DB00143,DMAHMT9,,
DB00145,DMIOZ29,Q12879,2903
DB00146,DMN4CV5,P11473,7421
DB00148,DMKD2BQ,,
DB00149,DMQHN7I,,
DB00150,DMIBH7M,P14902,3620
DB00151,DMCMOS8,,
DB00152,DMSHW2E,Q9BZV2;O60779,80704;10560
DB00153,DMHO0AR,P11473,7421
DB00154,DMSXKYG,P23219,5742
DB00155,DMT4K0Z,Q5T6X5,222545
DB00156,DMFHTBX,,
DB00157,DM5NM6E,P03897,4537
DB00158,DMEMBJC,Q96NT5;P41440,113235;6573
DB00159,DMF1CM7,,
DB00159,DMJHN0A,P23219;P35354,5742;5743
DB00160,DMZDN4W,P80404,18
DB00161,DM68RPD,,
DB00162,DMJ2AH4,P39051;P48443,7175;6258
DB00163,DMZC90K,,
DB00165,DMDBZMV,P20711,1644
DB00166,DMNFCXW,P35354;P22303,5743;43
DB00167,DM4B6H3,,
DB00169,DMGU74E,P11473,7421
DB00169,DMWQUC9,,
DB00170,DMSJDTY,Q06278,316
DB00171,DM79F6G,P00519,25
DB00172,DM82TMA,,
DB00172,DMKSTWR,P23284;P62937,5479;5478
DB00173,DMZLHKJ,,
DB00175,DM6A0X7,P04035,3156
DB00176,DMQTJSX,P31645,6532
DB00177,DMREUQ6,P30556,185
DB00178,DM2R68E,P12821,1636
DB00178,DMO2TYL,P12821,1636
DB00179,DMMVNZ0,P04626,2064
DB00180,DMZSWQC,P04150,2908
DB00181,DM0QV1J,Q9UBS5;O75899,2550;9568
DB00182,DMSZQAK,Q96RJ0,134864
DB00183,DMRCLZB,P32239,887
DB00184,DM9E2YI,P17787,1141
DB00184,DMWX5CO,,
DB00185,DMWSMND,P20309,1131
DB00186,DM84ZXF,P30536,706
DB00187,DM51TYR,P08588,153
DB00188,DMNO38U,P07477,5644
DB00189,DM53IP1,P14867;P47870,2554;2561
DB00190,DMHRG8Q,P20711,1644
DB00191,DMG60XN,P23975,6530
DB00192,DMUV8OR,Q14524,6331
DB00193,DMRQD04,P28335,3358
DB00194,DM0N85H,P29275,136
DB00195,DM6EUL5,P08588,153
DB00196,DMOWZ6B,P10613,
DB00197,DM3VFPD,P37231,5468
DB00198,DMGO72P,P03470,7504
DB00199,DM4K7GQ,,
DB00200,DMGKV9D,P22033,4594
DB00201,DMFDERP,P21589,4907
DB00201,DMKBJWP,P29274;P30542,135;134
DB00202,DM2ET1M,P20309,1131
DB00203,DM3ADGP,O76074;P05155,8654;710
DB00203,DM4YDAJ,O76074,8654
DB00203,DMBQ8CA,,
DB00204,DMPN1TW,,
DB00205,DM5X7VY,P15328,2348
DB00206,DM6VM38,Q05940,6571
DB00207,DMN4H2O,,
DB00208,DMO946V,P25105,5724
DB00209,DMX6RTG,P08912,1133
DB00210,DMBN6KU,P13631,5916
DB00210,DMX2358,,
DB00211,DME2PY5,,
DB00212,DMNAKLY,P00797,5972
DB00213,DMSVOCZ,P20648;P51164,495;496
DB00214,DMXKJ6C,Q13621,6557
DB00215,DM2G9AE,P31645,6532
DB00215,DMITX1G,P31645;P35367,6532;3269
DB00216,DMW649X,P28222;P28221,3351;3352
DB00217,DMJMHNL,P08588,153
DB00218,DMU8V4S,P20831;P0A0K8;Q6G9K4,
DB00219,DMMQHOZ,P11229,1128
DB00220,DMFX6G8,,
DB00221,DMITSEH,P07550,154
DB00222,DM5FSJA,O60706;Q09428,10060;6833
DB00223,DMI9PRJ,P04054,5319
DB00224,DM0T3YH,,
DB00227,DM9OZWQ,P04035,3156
DB00228,DM0YJSB,,
DB00229,DMF5HU6,P0AD68,
DB00230,DMDVP3B,P54289,781
DB00231,DM02A65,P30536,706
DB00232,DMN7SDE,Q13621,6557
DB00233,DMENSL5,P23219;P35354;P00374,5742;5743;1719
DB00234,DM26PRD,P23975,6530
DB00235,DM8TUPF,,
DB00236,DMNL0E6,,
DB00237,DMC5AST,P14867,2554
DB00238,DM6HX9B,,
DB00239,DME7KRM,P10613,
DB00240,DMAE84F,P08185,866
DB00241,DM9J04X,P14867,2554
DB00242,DM3JDRP,P00813,100
DB00243,DM0C9IL,P00747,5340
DB00244,DM3WVPJ,,
DB00244,DMOL5IU,P23219,5742
DB00245,DMF7EXL,,
DB00245,DMGZOVN,P11229,1128
DB00246,DMM58JY,P14416;P36544,1813;1139
DB00247,DM1EF73,P28335,3358
DB00248,DMQ4HIN,P14416,1813
DB00249,DMDRT0E,,
DB00250,DM4LT8A,,
DB00251,DMJ13KI,P10613,
DB00252,DMNOKBV,,
DB00253,DMJ90O5,P11474;O95718;P62508,2101;2103;2104
DB00254,DM7ICNU,,
DB00255,DMN3UXQ,P03372,2099
DB00256,DMOMLHJ,,
DB00257,DMMFCIH,P25025,3579
DB00259,DMABVE9,P0AC13,
DB00260,DMT1I52,P9WP31;P94967;Q05586,2902
DB00261,DMSQ8MD,Q14432,5139
DB00262,DMXZRW0,,
DB00263,DMXLT8C,P0AC13,
DB00264,DMOJ0V6,P08588,153
DB00266,DMFQCB1,Q9BQB6,79001
DB00267,DMPLY7B,P0AD68,
DB00268,DMA6S1D,P14416;P35462,1813;1814
DB00269,DMSV2WZ,P03372,2099
DB00270,DMA5XGH,,
DB00272,DMUFGAY,P25021,3274
DB00273,DM82Z30,P39086,2897
DB00274,DM42W1B,P0AD68,
DB00276,DMZKYIV,P11388;Q02880,7153;7155
DB00277,DMPIM9L,P21589,4907
DB00277,DMRJFN9,,
DB00278,DMFI46A,P00734,2147
DB00279,DM6IR3P,P10827,7067
DB00280,DM5SYZP,Q14524,6331
DB00281,DML4ZOT,Q9UI33,11280
DB00282,DMB4AVP,P14324,2224
DB00283,DMBZWQL,P35367,3269
DB00284,DMRM3AW,O43451,8972
DB00285,DMR6QH0,P31645;P23975,6532;6530
DB00286,DMLT0E1,Q92731,2100
DB00287,DM20K91,P43088,5737
DB00288,DMM1JL9,P11474;O95718;P62508,2101;2103;2104
DB00289,DM5L6HI,P23975,6530
DB00290,DMNER5S,,
DB00291,DMRKE63,,
DB00292,DMZI3WO,Q99928,2567
DB00293,DMT9K8G,P12461,
DB00294,DMKA8J4,P06401,5241
DB00295,DMRMS0L,P35372,4988
DB00296,DMSPJG2,Q9Y5Y9,6336
DB00297,DM4PRFC,Q9Y5Y9,6336
DB00298,DMOXJKF,P14416,1813
DB00299,DMOUMDV,P04293;P04183,7083
DB00299,DMZ3WPN,,
DB00300,DM62IPN,,
DB00300,DMC40UY,,
DB00300,DMSY4ZG,,
DB00301,DMNUWST,,
DB00302,DMFI8A7,P00747,5340
DB00303,DM4S3O8,,
DB00304,DM27U4Y,P06401,5241
DB00305,DMH0ZJE,,
DB00306,DM214Q8,Q99928,2567
DB00307,DMOBIKY,P19793,6256
DB00308,DMKXY2R,,
DB00309,DMVR628,,
DB00310,DM4DMBT,Q13621,6557
DB00311,DMVO4ED,P00915;P00918,759;760
DB00312,DMFNH7L,P14867,2554
DB00313,DMCFE9I,P49840,2931
DB00314,DMNZBRY,,
DB00315,DM1IB4Q,P28222;P28221,3351;3352
DB00316,DMUIE76,P23219;P35354;P31645;P23975,5742;5743;6532;6530
DB00317,DM15F0X,P00533,1956
DB00318,DMJX6ZG,P41143,4985
DB00319,DMTBKF3,,
DB00320,DM5IKUF,P14416,1813
DB00321,DMK7F9S,P31645;P23975,6532;6530
DB00322,DM04LR2,P12461,
DB00323,DM8MNVO,P21964,1312
DB00324,DM2HKC4,P04150,2908
DB00325,DMLUA2J,,
DB00325,DMM765C,Q14643;Q14571;Q14573,3708;3709;3710
DB00327,DMHP21E,P35372;P41143,4988;4985
DB00328,DMSC4A7,P35354,5743
DB00330,DMR87LC,P9WNL5,
DB00331,DM89QE1,O00763;Q96FL8,32;55244
DB00331,DMDASC6,P22897,4360
DB00332,DMFQ320,P20309,1131
DB00333,DMTW6IU,,
DB00334,DMPFN6Y,P14416,1813
DB00335,DMNKG1Z,P08588,153
DB00336,DMSM2KE,,
DB00337,DMZLGRB,Q08209,5530
DB00338,DM471KJ,P20648;P51164,495;496
DB00339,DM4IF32,P9WGR1,
DB00340,DM0JE6N,P11229,1128
DB00341,DMOMP9U,P35367,3269
DB00342,DM4KLPT,P35367,3269
DB00343,DMAI7ZV,P54289,781
DB00344,DMNHTZI,P23975,6530
DB00345,DMUN54G,Q8TCC7,9376
DB00346,DMLHOA0,P35348,148
DB00346,DMZVMKF,P25100,146
DB00347,DM0Q8MZ,O43497,8913
DB00348,DMVS9WQ,P32754,3242
DB00349,DMW1OQ0,P14867;Q99928,2554;2567
DB00350,DMA2Z4F,,
DB00352,DM7NKEV,,
DB00352,DM7RMG9,,
DB00353,DMBEX4O,P21728,1812
DB00354,DMXKZT3,P35367,3269
DB00355,DMDNJHG,P0AD68,
DB00356,DMCYVDT,,
DB00357,DMWFHMZ,P11511;P05108,1588;1583
DB00358,DMWT905,,
DB00359,DMTW3R8,P0AC13,
DB00360,DM4XMZW,P00439,5053
DB00360,DM6GE21,,
DB00360,DMINZ4W,P07101,7054
DB00361,DMVXFYE,,
DB00362,DM8QM5U,P40989,2928
DB00362,DMJCWXK,,
DB00363,DMFC71L,P21917,1815
DB00364,DMP9HBO,P09038,2247
DB00365,DMGLX0T,P20831;P0A0K8,
DB00366,DMKOXFE,P35367,3269
DB00367,DM1DP7T,P06401,5241
DB00368,DMOUC09,P08588,153
DB00369,DMA13GD,P04293,
DB00370,DML53ZJ,P28335,3358
DB00371,DMHM93Y,P14867;Q9HBH1;Q02156,2554;64146;5581
DB00372,DMQ0YB5,,
DB00372,DMU3IET,P14416,1813
DB00373,DM3NXRU,P08588,153
DB00374,DMTIQF3,P43119,5739
DB00376,DMB19L8,P11229;P13945,1128;155
DB00377,DMBHMOX,P46098,3359
DB00378,DMAKIDV,P06401,5241
DB00379,DMCTE9R,Q14524,6331
DB00380,DMD7X1O,P11388;Q02880;Q02880,7153;7155;7155
DB00381,DMBDAZV,P54289,781
DB00381,DMTQLIJ,,
DB00382,DM51FY6,P22303,43
DB00383,DM3TABW,P08912,1133
DB00384,DM2HU9I,P37088;P51168;P51170;P51172,6337;6338;6340;6339
DB00385,DMOYJFK,P11388;Q02880,7153;7155
DB00387,DMHFJDT,P08912,1133
DB00388,DMZHUO5,P14416,1813
DB00389,DMULAI4,P07202,7173
DB00390,DMQCTIH,P05023;P50993;P13637;P05026;P14415;P54709;Q6ZQN7,476;477;478;481;482;483;353189
DB00391,DMF54ZG,P14416,1813
DB00392,DM0N3L7,P35367,3269
DB00393,DMQ0RKZ,,
DB00394,DM5NW1E,,
DB00394,DMZPHIK,P11474;O95718;P62508,2101;2103;2104
DB00395,DMWR1JC,,
DB00396,DMUY35B,P06401,5241
DB00397,DMTFK3O,,
DB00398,DMS8IFC,P00533;P09619;P10721;P35968,1956;5159;3815;3791
DB00399,DMIXC7G,P14324,2224
DB00400,DMK54YG,,
DB00401,DM7ISKJ,,
DB00402,DM8RZ9H,P30536,706
DB00403,DM2WE5K,P32239,887
DB00404,DMC7XDN,P30536,706
DB00405,DMKVWGE,P35367,3269
DB00407,DMYRX8B,P01008,462
DB00408,DM8AI9U,P14416,1813
DB00409,DMGQF3R,P14416,1813
DB00410,DMWX683,P00956,
DB00411,DMX9K8F,Q15822,1135
DB00412,DMILWZR,,
DB00412,DMT45MU,P37231,5468
DB00412,DMY6EAO,,
DB00413,DMNMW9R,P14416;P35462,1813;1814
DB00414,DMR6N7H,Q09428,6833
DB00415,DMHWE7P,,
DB00416,DMZJYBW,,
DB00417,DM8LX76,,
DB00417,DMKVOYF,,
DB00418,DM14RF5,P14867,2554
DB00419,DM5J64S,Q16739,7357
DB00420,DMZAL7W,P08912,1133
DB00421,DM2AQ5N,P08235,4306
DB00422,DM7SJD6,Q01959,6531
DB00424,DM804UR,P08912,1133
DB00425,DMWOSKJ,P14867;Q99928,2554;2567
DB00426,DMJHLSD,P04293,
DB00427,DM7SWIA,P35367,3269
DB00428,DMOF7AT,,
DB00429,DMS3508,P43088,5737
DB00430,DMZ2WL4,,
DB00431,DMB8CNL,,
DB00432,DMG2YBD,P12461,
DB00433,DM53SRA,P14416,1813
DB00434,DM92AH3,P35367,3269
DB00435,DM1RBYG,Q02108;Q02153,2982;2983
DB00436,DM7EVLC,Q13621;P55017,6557;6559
DB00437,DMLPAOB,P47989,7498
DB00438,DM41GRA,,
DB00439,DMXCM7H,P04035,3156
DB00440,DMM7CHK,P00374,1719
DB00441,DMSE3I7,P31350,6241
DB00442,DM7VTQO,,
DB00443,DMAHJEF,P04150,2908
DB00443,DMMIAXO,P04150,2908
DB00444,DMLW57T,P11388;Q02880,7153;7155
DB00445,DMPDW6T,P11388;Q02880,7153;7155
DB00446,DMFXEWT,,
DB00447,DM4L8H3,,
DB00448,DMXYLQ3,,
DB00449,DMH5W0G,P08588,153
DB00450,DM0DXA8,P14416,1813
DB00451,DM83HWL,,
DB00451,DMHN027,P10827,7067
DB00452,DMF8DNE,,
DB00453,DM0ZRMQ,,
DB00454,DMX4GND,,
DB00455,DMF3AN7,P35367,3269
DB00456,DM51Z9E,,
DB00456,DMVYSLE,Q47746,
DB00457,DMCD9YG,,
DB00458,DM2NUH3,P23975,6530
DB00459,DM8BKU9,P40763,6774
DB00461,DMAT2XH,P35354,5743
DB00462,DMHP8FI,P20309,1131
DB00463,DM5A38V,Q99928,2567
DB00464,DM4QFXJ,P04070,5624
DB00465,DMI4EL5,P23219;P35354,5742;5743
DB00466,DMIBNG2,P14867,2554
DB00467,DMYTE6L,P11388;Q02880,7153;7155
DB00468,DMSWYF5,Q8NHY2,64326
DB00469,DMVAZP9,P35354,5743
DB00470,DM70IK5,P21554,1268
DB00471,DMD157S,Q9Y271,10800
DB00471,DMQ1FU8,Q9Y271;Q9NS75,10800;57105
DB00472,DM3PD2C,P31645,6532
DB00473,DMEADRK,Q14524,6331
DB00474,DM7YMIT,P14867,2554
DB00475,DMTN5XI,P30536,706
DB00476,DM9BI7M,P31645;P23975,6532;6530
DB00477,DM5X7DJ,,
DB00477,DMBGZI3,P14416,1813
DB00478,DM5DWMU,P06821,
DB00479,DM5PDRB,,
DB00480,DM6Q7U4,P01375,7124
DB00481,DMDKF3M,P03372,2099
DB00482,DM43Z1G,P40763,6774
DB00482,DM6LOQU,P35354,5743
DB00483,DMPO0MS,P08172,1129
DB00484,DMQLT4N,P18825,152
DB00485,DM8EU0Z,,
DB00486,DMVRYT2,P21554;P34972,1268;1269
DB00487,DM49IGF,P11388;Q02880,7153;7155
DB00488,DMKLAYG,,
DB00489,DML60TN,P08588,153
DB00490,DMBS632,P08908,3350
DB00491,DMXBQAM,O43451,8972
DB00492,DM9NJ52,P12821,1636
DB00493,DMEB837,,
DB00493,DMMKHBJ,Q47746,
DB00494,DMLBVKQ,P21964,1312
DB00495,DM4KI7O,P36888,2322
DB00496,DMWXLYZ,P20309,1131
DB00497,DMCA7LN,,
DB00497,DMXLKHV,P35372;P41143,4988;4985
DB00498,DM2PYNR,Q9BQB6,79001
DB00499,DMK0O7U,P10275,367
DB00500,DMWUIJE,P35354,5743
DB00501,DMH61ZB,P25021,3274
DB00502,DM96SE0,P14416,1813
DB00502,DMWCXPK,Q99720;Q5BJF2,10280;27346
DB00503,DMU764S,,
DB00504,DMCOLUP,Q15822,1135
DB00505,DMVLHNI,P08912,1133
DB00507,DMOWLVG,Q968X7,
DB00508,DMIZX8P,,
DB00508,DMKFQJP,P41595,3357
DB00510,DM4RK0G,P80404,18
DB00511,DMHAUO0,P05023,476
DB00512,DMK7T1Q,,
DB00513,DMFGND4,P00747;P00750,5340;5327
DB00514,DMUDJZM,Q99720,10280
DB00515,DMRHGI9,,
DB00517,DMIJRF0,P08912,1133
DB00518,DMYZ57N,,
DB00519,DM4L6EU,P12821,1636
DB00520,DMGQIPT,P40989,2928
DB00521,DMFMDOB,P08588,153
DB00523,DMME8LH,P13631;P48443;P28702;P19793;P10826,5916;6258;6257;6256;5915
DB00524,DMB39LO,P55017,6559
DB00525,DM28MU7,Q14534,6713
DB00527,DMF9G7L,Q14524,6331
DB00528,DMPWSEM,P54289,781
DB00529,DM9KJLZ,P04293,
DB00530,DMCMBHA,P00533,1956
DB00531,DM4O2Z7,,
DB00532,DM5UGDK,Q14524,6331
DB00533,DM3P5DA,P35354,5743
DB00534,DMSF4PR,P51649,7915
DB00535,DMJ7A0H,,
DB00536,DM4GO8H,,
DB00537,DM2NLS9,P12461;P20831;P0A0K8;Q6G9K4,
DB00539,DMKD6GA,P0DTC2,
DB00539,DMQYUWG,P03372,2099
DB00540,DM4KDYJ,P31645,6532
DB00541,DMINOX3,,
DB00542,DMH1M9B,P12821,1636
DB00543,DMKITQE,P23975,6530
DB00544,DMUM7HZ,P12461;Q12882;O14746;P04818,1806;7015;7298
DB00545,DM8HO1L,P22303,43
DB00546,DMBHO9Y,P30536,706
DB00547,DM4PXF6,P11474;O95718;P62508,2101;2103;2104
DB00548,DMHVL0J,P18405;P31213;Q9H8P0,6715;6716;79644
DB00549,DMHNQOG,Q9Y271,10800
DB00550,DM6D7N8,P07202;P49895,7173;1733
DB00551,DMYX7NI,P18314,
DB00552,DM0HXDS,P00813,100
DB00553,DME8FZ9,P11509,1548
DB00554,DMTK234,P23219,5742
DB00555,DM8SXYG,Q9UI33,11280
DB00557,DMF8Y74,P35367,3269
DB00558,DMFMBZ4,P03470,7504
DB00559,DMIOGBU,P25101;P24530,1909;1910
DB00560,DMLE7IO,,
DB00561,DMCYANK,,
DB00562,DMQWZ0H,P00918,760
DB00563,DM2TEOL,Q96NT5;P41440,113235;6573
DB00563,DM5XH2C,P00374,1719
DB00564,DMZOLBI,,
DB00565,DMUZPJ5,Q15822,1135
DB00566,DME81IY,,
DB00567,DMD5JU8,,
DB00568,DM7U5QJ,P35367,3269
DB00570,DM5TVS3,Q13885,7280
DB00571,DM79NTF,P08588,153
DB00572,DMEN6X7,P08912,1133
DB00573,DML5VQ0,P23219;P35354,5742;5743
DB00574,DM0762O,,
DB00575,DM6RZ9Q,Q16853,8639
DB00576,DMGCHDS,P0AC13,
DB00577,DMHKS94,P04293,
DB00578,DMLEDNK,,
DB00579,DMZ36RN,P23975,6530
DB00580,DMAY7H4,P35354,5743
DB00581,DMV7OPN,,
DB00582,DMAOL2S,P10613,
DB00583,DMJBOCR,Q92523,1375
DB00584,DMNFUZR,P12821,1636
DB00585,DMGFV3Z,P25021,3274
DB00586,DMPIHLS,P23219;P35354,5742;5743
DB00587,DMFIC0M,Q9Y271,10800
DB00588,DMRWLB2,,
DB00589,DMCME17,P14416,1813
DB00590,DM9PLRH,P25100,146
DB00591,DMG2KI4,P04150,2908
DB00592,DMTY9LU,,
DB00593,DMDZ9LT,O43497,8913
DB00594,DMRTSGP,P78348,41
DB00595,DMOVH1M,,
DB00598,DMK8U72,,
DB00599,DMGP8AX,,
DB00600,DMVJS2K,P14679,7299
DB00601,DMGFPU2,,
DB00603,DMBGWPH,P06401,5241
DB00604,DMY7PED,Q13639,3360
DB00605,DM2QHZU,P15121,231
DB00606,DMJ4AWC,P00918,760
DB00607,DMN9RPO,,
DB00608,DMORSFB,,
DB00608,DMSI5CB,Q16570,2532
DB00609,DM2A75P,Q16236,4780
DB00609,DM8K3EI,P9WGR1,
DB00610,DMWIX23,P14416,1813
DB00611,DM5KYPJ,P41143,4985
DB00612,DM3UZ95,P08588,153
DB00613,DME4RA8,P50135,3176
DB00614,DM3P6V7,,
DB00615,DM1YBHK,,
DB00616,DMHJCGV,P08473,4311
DB00617,DMR5ZUP,O43497,8913
DB00618,DMZEPFJ,,
DB00619,DM7RJXL,P10721;Q07820,3815;4170
DB00619,DMM9JEF,,
DB00620,DM98IXF,P04150,2908
DB00621,DMU9MYJ,P10275,367
DB00622,DMCDYW7,,
DB00623,DM496RP,,
DB00623,DMIT8LX,P28222,3351
DB00624,DM7HUNW,P10275,367
DB00625,DMC0GSJ,,
DB00626,DM5OHYE,P14735,3416
DB00626,DMD2871,,
DB00627,DMQVRZH,Q96PD7;Q8TDS4,84649;338442
DB00628,DMC3JST,P30536,706
DB00629,DM5QWEL,,
DB00630,DMY2KX9,P14324,2224
DB00631,DMCVJ86,P23921;P31350;Q7LG56,6240;6241;50484
DB00632,DMOHK1E,P68344,
DB00633,DM93L4X,,
DB00634,DMZ6VEY,P34948,
DB00635,DM2HG4X,P04150,2908
DB00636,DMPC1J7,P06858,4023
DB00637,DM2HN6Q,P35367,3269
DB00638,DM1Y2JH,P01308,3630
DB00638,DMS6ZI0,,
DB00639,DM8SY60,P10613,
DB00640,DMM2NSK,P29275,136
DB00641,DM30SGU,P04035,3156
DB00642,DMMX2E6,P12461,
DB00643,DMO14SG,,
DB00644,DMAQ469,P30968,2798
DB00645,DMU6OFP,Q14524,6331
DB00646,DM63QS9,,
DB00647,DM23HCX,,
DB00647,DMMSOLA,P35372,4988
DB00648,DMU1GX0,P03372,2099
DB00649,DM6DEK9,,
DB00651,DM8DZC1,P27815,5141
DB00651,DMWGV8N,P21589,4907
DB00652,DM1XBHS,,
DB00653,DMVEK07,,
DB00654,DMI5OXG,P43088,5737
DB00655,DM5T6US,P03372,2099
DB00656,DMK1GBJ,P31645;P08908,6532;3350
DB00657,DMGQFYB,,
DB00659,DMO381I,,
DB00661,DM0ASTP,Q8NHX9,219931
DB00661,DMA7PEW,O43497,8913
DB00663,DMU0YP6,P11474;O95718;P62508,2101;2103;2104
DB00663,DMUNG4A,,
DB00664,DMBCK2S,P0AC13,
DB00665,DMFN07X,P10275,367
DB00666,DMAHEFY,P30968,2798
DB00667,DMV7IM6,,
DB00668,DM3KJBC,P08588,153
DB00669,DMVYXR8,P28221,3352
DB00670,DMP6M1N,P11229,1128
DB00671,DMY60I8,,
DB00672,DMPHZQE,P78508,3766
DB00673,DM053KT,P25103,6869
DB00674,DMEO794,P22303,43
DB00675,DMLB0EZ,P03372,2099
DB00676,DMDPYI5,Q05469,3991
DB00677,DMBSK7X,P22303,43
DB00678,DM72JXH,P30556,185
DB00678,DMTL5Q0,P30556,185
DB00679,DM35M8J,P14416,1813
DB00680,DMOMBJW,Q14524,6331
DB00682,DMJYCVW,Q9BQB6,79001
DB00683,DMXOELT,P30536,706
DB00684,DMUI0CH,,
DB00685,DM6AN32,P20831;P0A0K8,
DB00686,DM2HRKE,P08620,2249
DB00687,DMUDIR8,P08235;P10275,4306;367
DB00688,DMPQAGE,P12268;P43116,3615;5732
DB00689,DMYZITL,,
DB00690,DMAL4G0,P30536,706
DB00691,DM26E4B,P12821,1636
DB00692,DMXYJOB,P14416,1813
DB00693,DMQTFAO,Q8TCC7;P84022,9376;4088
DB00694,DMQUSBT,,
DB00695,DMMQ8ZG,Q13621,6557
DB00696,DMKR3C5,,
DB00697,DMR2IQ4,,
DB00698,DM7PQIK,,
DB00699,DMBCM8L,,
DB00700,DMF0NQR,P08235,4306
DB00700,DMVOD03,P08235,4306
DB00701,DMLMXE0,,
DB00703,DM7J2TA,P00915,759
DB00704,DMUL45H,,
DB00705,DM3NF5G,,
DB00706,DM5QF9V,P35348,148
DB00707,DM7ZWNY,P01130,3949
DB00708,DMU7YEL,,
DB00709,DMI347A,,
DB00710,DM0QZBN,P14324,2224
DB00711,DM1TJ8F,P09917,240
DB00712,DMGN4BY,P35354,5743
DB00713,DMTAFY4,,
DB00714,DMX38HQ,P14416,1813
DB00715,DM5PVQE,P31645,6532
DB00717,DMTY169,P06401,5241
DB00718,DMMAWY1,,
DB00719,DMZ80SB,P35367,3269
DB00720,DM9Y6X7,P12235,291
DB00721,DM4LSNE,P46098,3359
